0,1,2,3,4,5,label
0.11449966728535217,0.13077356389986883,0.12593182095646743,0.2793774181233162,1.0,1182,grassland
0.04766582875497827,0.09585356846292863,0.03394590131668496,0.07967844233093002,1.0,497,lake
0.12295923606483766,0.10632285438965026,0.15863471542391155,0.2594203567576019,1.0,1102,forest
0.14524571338037928,0.1227154307453204,0.18412388183915085,0.29484826828288957,1.0,1432,forest
0.16247641514678063,0.1415874140094074,0.206372739738895,0.3340015657397673,1.0,1816,forest
0.08127274340603159,0.10464752510649643,0.08391355866667055,0.19197635420787837,1.0,536,grassland
0.11448212577073306,0.10835421671112483,0.14303487304996396,0.24296092257368918,1.0,948,forest
0.13320349436945145,0.11573740905647875,0.1703499553411556,0.2727849108576608,1.0,1206,forest
0.13774560911917152,0.1375040546362227,0.17447799292763333,0.3161753675203443,1.0,1492,forest
0.1384840111680895,0.17064328770983705,0.1385486025996285,0.3695823385020938,1.0,1481,grassland
0.05156004945469338,0.09420585113739635,0.04141376281746622,0.1206476141687432,1.0,329,grassland
0.14077090728561653,0.12430118376570622,0.19833356590091147,0.31436040926688985,1.0,1674,swamp
0.17733232893180853,0.15871350357152839,0.25025420499705364,0.3827772581989605,1.0,2502,home
0.1742437159102242,0.14701151020257738,0.22511353272504175,0.37045573372488194,1.0,2119,forest
0.10451746155787639,0.1521807576477823,0.08601285516945818,0.29544456515012,1.0,1159,grassland
0.07183433412657521,0.113975232163118,0.06310862425862479,0.18235812384175804,1.0,637,grassland
0.11464073091177208,0.10490739973657748,0.15898113931227975,0.2460300962577113,1.0,958,swamp
0.06232690500433431,0.10356105259648224,0.057977474604482604,0.14256167792272825,1.0,417,lake
0.161561197009347,0.1666684658413332,0.23661804826820224,0.424844743954301,1.0,2360,grassland
0.14306303244928248,0.1575349257336187,0.21695161377901961,0.38650197304924355,1.0,2171,grassland
0.07639016190847124,0.10717187092838745,0.08228378461751365,0.14805475485110287,1.0,388,forest
0.08517721271717874,0.11775372267145107,0.09901752418230167,0.21522024090980824,1.0,805,lake
0.09325710153534339,0.1393805123568756,0.0802048908834088,0.2256892634480492,1.0,919,lake
0.15224236499674065,0.17003753090830956,0.21640484740797938,0.428766048833631,1.0,2193,grassland
0.059229722716697845,0.12811616626539718,0.03416986495902969,0.09207034429506875,1.0,691,field
0.09166135812487726,0.12813741528731984,0.08090423602578739,0.23944997887698735,1.0,940,field
0.16116791751021797,0.1396329519634686,0.21221724816983137,0.3430103821996652,1.0,1929,swamp
0.09898902945401993,0.1295224008971758,0.09317742094759966,0.23574117617068224,1.0,943,field
0.18336843659631635,0.18769078458290434,0.27821921230831653,0.44477225376892515,1.0,2821,mine
0.17239147103944502,0.13017174760696448,0.23198327342368424,0.3514905210593651,1.0,2175,swamp
0.16998187102820497,0.18772401783387552,0.24460447339819083,0.4711146593760074,1.0,2455,mine
0.16307293447390547,0.1340932784313504,0.22719483849870725,0.34674973264528774,1.0,2105,swamp
0.0877961676392293,0.13291546084040035,0.07444998937766129,0.20247727826234896,1.0,829,field
0.09687396824696788,0.1307267311134779,0.08717279577758434,0.24929557771609717,1.0,994,field
0.1433553383722505,0.12956456438898045,0.17753341231465106,0.3033024459005035,1.0,1428,forest
0.1729359670350887,0.19297707153769883,0.24920245425242327,0.490150314304447,1.0,2489,mine
0.21080795283076023,0.1797597733495197,0.2918905628477687,0.46776266729203286,1.0,3073,swamp
0.24284674888776217,0.1614684367016224,0.33133713822682165,0.4642577547313085,1.0,4050,home
0.10692263729512105,0.14279341918770636,0.1260660914564183,0.30735198132994856,1.0,1420,field
0.0757218097599618,0.12574984358974506,0.06388046417141305,0.12342494030878012,1.0,643,field
0.1794383898705966,0.2026600106458421,0.26251361786729255,0.505109488969974,1.0,2602,mine
0.19650556684922607,0.20093427625157648,0.2880008969233053,0.512223574655918,1.0,2868,mine
0.09790382122446256,0.13049408117882902,0.09629861932086703,0.20898227459362342,1.0,829,grassland
0.11429055637381584,0.12409760622128711,0.12546118093076886,0.27012866802618246,1.0,1124,grassland
0.14735808612802503,0.16410131820011206,0.20687803267464472,0.3767796761024811,1.0,2007,field
0.07940103531222213,0.15148384647235338,0.048546429148376896,0.20102638265041314,1.0,913,field
0.06230303220495225,0.13490305591732452,0.041161535505916245,0.11077881389627532,1.0,496,field
0.16125328037348657,0.15219637966499522,0.2167840604671319,0.37231553990518856,1.0,2049,swamp
0.17194060431493294,0.16430401948051512,0.2429586333507509,0.4073812952506928,1.0,2402,swamp
0.10120510318539672,0.1273523013288905,0.09665975202403679,0.2615787640762619,1.0,1056,grassland
0.15147805122048133,0.11941521356170376,0.20553191157435535,0.30737728332958275,1.0,1737,swamp
0.15628653536550896,0.16386441393243298,0.22707695646030568,0.38471172752431326,1.0,2213,field
0.12781629087062243,0.12523517645473495,0.15389850302177702,0.2778039337168146,1.0,1165,forest
0.18949972963570275,0.14208460502913708,0.24774687418738262,0.3839080448421605,1.0,2445,forest
0.1600339951870775,0.1284324096549554,0.20849824618012533,0.3314239396422866,1.0,1810,forest
0.06758346654774244,0.14403380083411377,0.0414420967940195,0.11762893486373525,1.0,679,field
0.05994853065050978,0.1210426784573831,0.04349150550096807,0.10202773216921619,1.0,469,field
0.1474468810587516,0.13917156777685036,0.18972450796338725,0.34037805043580643,1.0,1672,forest
0.16931921659753446,0.12731144119623247,0.22224899275866702,0.3338249090998843,1.0,1962,forest
0.15117897399273225,0.13008885047511462,0.19289268745746307,0.3307643105393369,1.0,1648,forest
0.11931479793694866,0.1680718617998543,0.1430056932877529,0.33096022571473754,1.0,1466,mine
0.1535775878863834,0.1728362217869877,0.22154919452723745,0.4033248384550851,1.0,2187,field
0.23064097887176718,0.16945478546282625,0.32081740696512917,0.46989043150815724,1.0,3737,home
0.16684970190655307,0.13936912249876926,0.21841857808843762,0.35374038921470397,1.0,1971,forest
0.12228320452496089,0.1436009133788485,0.154655212613164,0.31573502200705295,1.0,1459,lake
0.06365161542868522,0.1399135783139242,0.040508972963018315,0.0904057255610322,1.0,599,field
0.13671791383665863,0.13775646479885395,0.17405913275197177,0.31145455546488715,1.0,1487,forest
0.16774519194975576,0.14088732735737453,0.21508915638806514,0.3667581980442976,1.0,1971,forest
0.13690734518668352,0.1386195365717037,0.1699756221613509,0.3037517935441852,1.0,1387,forest
0.04732717210660427,0.06903379826872563,0.048522362959044746,0.1085029669033355,1.0,202,lake
0.10021248227202786,0.13432123974672056,0.10687866109039929,0.22008661438882562,1.0,840,lake
0.08162126398186013,0.1274779314666662,0.07425371631300555,0.15988769585386065,1.0,614,lake
0.12198311189150447,0.15923179885223118,0.13805223284168266,0.30902873854661433,1.0,1375,lake
0.10041562034157853,0.08719611833128976,0.12815916118974882,0.21296737097334786,1.0,646,forest
0.08221142758949788,0.10717752152835537,0.10334524342598415,0.2069571103935001,1.0,744,lake
0.12891521001143919,0.16873658289738613,0.15785757253637533,0.37758819513222064,1.0,1663,lake
0.04949860032581709,0.0944049825185783,0.036473268458776846,0.09705437397071574,1.0,476,field
0.1255698039951608,0.1575360793937773,0.18638207620192337,0.3643357286930862,1.0,1940,field
0.1371765721308406,0.14516411993701928,0.18103854517814388,0.3467498819654065,1.0,1674,swamp
0.049334374237853945,0.11675447255498633,0.02943272666394664,0.06656641905988256,1.0,538,field
0.09365749893657567,0.1132366055275108,0.09570558775202019,0.24260513928231497,1.0,961,lake
0.1474340017388246,0.1998113021597332,0.2082811779438269,0.43243015952140956,1.0,2158,field
0.16330181686305825,0.16857598881756322,0.2409440770896475,0.41634899546428156,1.0,2387,grassland
0.09470261455016914,0.13494591071195508,0.08007197393633528,0.25776747617977297,1.0,1030,grassland
0.06107393085969529,0.13352949598644973,0.03571428571428571,0.11325177137166934,1.0,662,field
0.032557919466777455,0.0455101057129841,0.03274813158171292,0.06223102474563672,1.0,36,lake
0.05235648096879431,0.1052256971408596,0.0345080184051379,0.10180632717666971,1.0,547,field
0.04741963526542658,0.10229336508294148,0.03799935063886747,0.06008224881309781,1.0,308,field
0.06512579870046556,0.1270179992215384,0.044653615666528944,0.11604797760336028,1.0,664,field
0.06386837306541103,0.13630026690981864,0.03644088718297584,0.12002085423295512,1.0,698,field
0.1095403768012801,0.14125362052016432,0.13090223489857924,0.30423432516901194,1.0,1295,lake
0.04972571230790065,0.10308931201517892,0.030327067691313242,0.11613577888702549,1.0,504,field
0.07206198804779879,0.1619045827592873,0.03922819526566511,0.1260650106482446,1.0,720,field
