0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
0.00014421936,0.00086531613,0.0012979743,0.033170454,0.050476775,0.033026233,0.10701077,0.96122205,0.24459603,0.0053361165,0.00028843872,0.0007210968,0.0,0.00057687744,0.00014421936,0.0,0.0,0.0,0.0,0.0,0.0,0.00043265807,0.0,0.0,0.0007210968,0.0,0.0,0.00014421936,0.0,0.00086531613,0.0011537549,0.0,grassland
0.00034370556,0.00011456852,0.00091654813,0.009394619,0.007103248,0.0016039592,0.003551624,0.019018374,0.008363502,0.0032079185,0.00091654813,0.00091654813,0.0013748222,0.0010311167,0.0019476648,0.0022913704,0.0029787815,0.007103248,0.9968607,0.07481324,0.0013748222,0.00022913703,0.00011456852,0.0,0.00011456852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lake
0.001050377,0.0,0.0002100754,0.0128146,0.058190886,0.06365285,0.28969398,0.48779508,0.68526596,0.44704047,0.030250859,0.012394449,0.0037813573,0.0012604524,0.0012604524,0.0,0.0006302262,0.0006302262,0.0027309803,0.0006302262,0.0,0.0006302262,0.0002100754,0.0,0.0,0.0,0.0,0.0,0.0,0.0004201508,0.0002100754,0.0,forest
0.0,0.0,0.00021709553,0.01411121,0.06360899,0.12331026,0.69687665,0.3100124,0.29655248,0.55077136,0.081410825,0.029524991,0.0034735284,0.00043419105,0.00065128657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,forest
0.00043227576,0.0,0.00064841367,0.04495668,0.057708815,0.10266549,0.57082015,0.285302,0.3190195,0.68515706,0.07370301,0.014697376,0.00043227576,0.0023775166,0.0025936547,0.0,0.0,0.00064841367,0.0,0.00021613788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,forest
0.0,0.00014302271,0.0,0.0014302272,0.0035755679,0.01001159,0.056636993,0.875299,0.48012725,0.002574409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014302271,0.00014302271,0.0,0.0,0.0,0.00014302271,0.0,0.0,grassland
0.00021543019,0.0,0.0,0.0015080114,0.048040934,0.09155783,0.5730443,0.28889188,0.5008752,0.56830484,0.05665814,0.020035008,0.0012925812,0.0010771509,0.0028005925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,forest
0.0,0.00020970797,0.00041941594,0.0029359115,0.049910497,0.15161887,0.6905683,0.21767688,0.53580385,0.40242958,0.032714445,0.011743646,0.0006291239,0.00020970797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020970797,0.0,forest
0.0021522031,0.0035870054,0.022956833,0.30991727,0.2434381,0.23889455,0.7814889,0.22024213,0.26711234,0.23411188,0.03754399,0.015304556,0.003108738,0.003826139,0.003826139,0.0,0.0,0.00047826738,0.0,0.00071740104,0.0,0.00095653476,0.00071740104,0.00023913369,0.0,0.0,0.0,0.0,0.0,0.00023913369,0.00047826738,0.0,forest
0.0,0.0,0.0006283415,0.016336879,0.061734553,0.06047787,0.18771702,0.92554706,0.3168412,0.0006283415,0.00015708538,0.0,0.0,0.00015708538,0.0,0.0,0.0,0.0,0.0,0.00015708538,0.0,0.00015708538,0.00015708538,0.0,0.00015708538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,grassland
